batsman,bowler,inning,batsman_runs,is_wicket
F du Plessis,A Singh,20,17,0
F du Plessis,JC Archer,20,17,2
G Gambhir,DJ Hussey,20,17,0
JP Duminy,PV Tambe,20,17,1
K Gowtham,JJ Bumrah,20,17,0
MS Dhoni,MM Patel,20,17,1
N Saini,DL Vettori,20,17,0
R Tewatia,BB Sran,20,17,0
RD Gaikwad,Ravi Bishnoi,20,17,0
RR Pant,Mujeeb Ur Rahman,20,17,2
S Badrinath,RR Powar,20,17,0
S Badrinath,Yuvraj Singh,20,17,1
SR Tendulkar,MS Gony,20,17,0
SS Tiwary,CH Gayle,20,17,0
SW Billings,YS Chahal,20,17,1
TM Dilshan,V Pratap Singh,20,17,1
WP Saha,JR Hopes,20,17,0
WP Saha,TA Boult,20,17,1
AD Mathews,S Kaul,19,17,1
AL Menaria,A Mishra,19,17,1
AT Rayudu,Ankit Sharma,19,17,0
BJ Hodge,Harmeet Singh,19,17,0
CA Lynn,TA Boult,19,17,0
D Padikkal,SM Curran,19,17,0
DA Warner,JO Holder,19,17,0
ML Hayden,RJ Harris,19,17,1
S Dhawan,GB Hogg,19,17,1
V Sehwag,DR Smith,19,17,0
V Sehwag,SW Tait,19,17,1
WP Saha,TG Southee,19,17,1
AC Gilchrist,Mohammad Asif,18,17,1
AT Rayudu,A Mithun,18,17,0
CH Gayle,DE Bollinger,18,17,0
CL White,SB Jakati,18,17,1
JD Ryder,R McLaren,18,17,1
KA Pollard,STR Binny,18,17,1
KD Karthik,AJ Tye,18,17,0
MA Agarwal,M Muralitharan,18,17,0
MJ Guptill,Mohammed Shami,18,17,0
MJ Guptill,S Nadeem,18,17,0
MJ Lumb,S Tyagi,18,17,0
N Pooran,MM Ali,18,17,0
RA Jadeja,MJ McClenaghan,18,17,1
RV Uthappa,SK Raina,18,17,0
SA Yadav,R Tewatia,18,17,1
SE Marsh,R Sharma,18,17,0
SV Samson,V Shankar,18,17,0
Y Nagar,R Vinay Kumar,18,17,2
YK Pathan,GD McGrath,18,17,0
YK Pathan,SB Bangar,18,17,0
YV Takawale,R Vinay Kumar,18,17,0
AD Mathews,JH Kallis,17,17,0
CA Lynn,KK Ahmed,17,17,1
DB Ravi Teja,YK Pathan,17,17,0
JH Kallis,L Balaji,17,17,2
KA Pollard,SN Thakur,17,17,0
KD Karthik,Mohammed Siraj,17,17,1
M Vohra,RA Jadeja,17,17,2
MC Henriques,DW Steyn,17,17,0
N Rana,DL Chahar,17,17,1
RA Jadeja,SK Trivedi,17,17,0
RA Jadeja,Yuvraj Singh,17,17,0
SPD Smith,TG Southee,17,17,0
AB de Villiers,Shivam Sharma,16,17,0
AC Gilchrist,PJ Sangwan,16,17,1
BB McCullum,CH Morris,16,17,2
BB McCullum,TG Southee,16,17,0
DA Warner,Ankit Soni,16,17,0
DJ Bravo,KA Pollard,16,17,0
Gurkeerat Singh,I Sharma,16,17,1
J Suchith,AR Patel,16,17,0
KH Pandya,JD Unadkat,16,17,1
KM Jadhav,A Nehra,16,17,0
KP Pietersen,RG Sharma,16,17,0
KS Williamson,NA Saini,16,17,0
LMP Simmons,IK Pathan,16,17,0
MK Pandey,A Nortje,16,17,0
MP Stoinis,M Ashwin,16,17,0
MP Stoinis,TA Boult,16,17,1
N Rana,Kuldeep Yadav,16,17,0
PP Shaw,TG Southee,16,17,0
SN Khan,DJ Bravo,16,17,1
SR Tendulkar,KV Sharma,16,17,1
SV Samson,Ankit Soni,16,17,0
Shakib Al Hasan,Harbhajan Singh,16,17,0
Y Venugopal Rao,JA Morkel,16,17,1
Y Venugopal Rao,L Balaji,16,17,0
CL White,PP Ojha,15,17,0
DPMD Jayawardene,MC Henriques,15,17,0
G Gambhir,A Ashish Reddy,15,17,1
GJ Maxwell,JH Kallis,15,17,0
JA Morkel,AA Jhunjhunwala,15,17,1
MS Dhoni,SB Jakati,15,17,0
RR Pant,Mohammad Nabi,15,17,1
RS Bopara,VY Mahesh,15,17,1
RV Uthappa,GC Viljoen,15,17,0
S Dhawan,JDP Oram,15,17,0
SA Yadav,A Nortje,15,17,1
SR Watson,DR Smith,15,17,0
SR Watson,TG Southee,15,17,0
WP Saha,DW Steyn,15,17,1
YK Pathan,AN Ahmed,15,17,0
AB de Villiers,Anand Rajan,14,17,0
AC Gilchrist,AP Dole,14,17,1
AM Nayar,VRV Singh,14,17,0
CL White,MN Samuels,14,17,2
DA Warner,AF Milne,14,17,0
DA Warner,DR Smith,14,17,0
Harbhajan Singh,JDP Oram,14,17,1
KA Pollard,KK Cooper,14,17,2
KC Sangakkara,JR Hopes,14,17,1
KD Karthik,GB Hogg,14,17,1
KV Sharma,Sandeep Sharma,14,17,0
MC Henriques,MM Sharma,14,17,1
MK Lomror,YS Chahal,14,17,1
RN ten Doeschate,SL Malinga,14,17,0
S Vidyut,SR Watson,14,17,0
SR Watson,R Bhatia,14,17,1
W Jaffer,P Amarnath,14,17,1
AT Rayudu,PP Ojha,13,17,1
DR Smith,UT Yadav,13,17,1
R McLaren,A Kumble,13,17,0
SC Ganguly,Y Venugopal Rao,13,17,0
SE Marsh,UT Yadav,13,17,1
Shubman Gill,I Sharma,13,17,0
V Shankar,SP Narine,13,17,1
AD Mathews,Jaskaran Singh,12,17,1
AD Mathews,PP Chawla,12,17,0
AM Rahane,AS Joseph,12,17,0
AM Rahane,Y Prithvi Raj,12,17,0
CL White,M Kartik,12,17,0
DPMD Jayawardene,AB Dinda,12,17,2
DR Smith,KA Pollard,12,17,0
G Gambhir,Harmeet Singh,12,17,0
IK Pathan,AB Dinda,12,17,0
KA Pollard,CH Gayle,12,17,0
KV Sharma,MM Sharma,12,17,1
MD Mishra,M Muralitharan,12,17,0
MK Pandey,C de Grandhomme,12,17,0
PP Shaw,Shivam Mavi,12,17,0
RA Jadeja,LH Ferguson,12,17,0
RR Pant,Shakib Al Hasan,12,17,0
RV Uthappa,VY Mahesh,12,17,1
SK Raina,WD Parnell,12,17,0
SW Billings,MM Sharma,12,17,0
V Kohli,AB McDonald,12,17,0
AJ Finch,JL Pattinson,11,17,0
BB McCullum,P Awana,11,17,0
BJ Rohrer,PV Tambe,11,17,0
E Lewis,DS Kulkarni,11,17,2
GJ Bailey,JJ Bumrah,11,17,1
JM Bairstow,A Mishra,11,17,0
JP Duminy,KW Richardson,11,17,1
KD Karthik,CR Woakes,11,17,0
MK Pandey,R Parag,11,17,0
MM Ali,RD Chahar,11,17,0
MS Dhoni,RS Bopara,11,17,0
R Ashwin,AD Russell,11,17,1
S Dhawan,MN Samuels,11,17,0
SE Marsh,Basil Thampi,11,17,0
SPD Smith,M Prasidh Krishna,11,17,0
SS Iyer,Shakib Al Hasan,11,17,0
YK Pathan,DT Christian,11,17,0
Yuvraj Singh,DJ Hussey,11,17,0
AD Russell,T Shamsi,10,17,0
AR Patel,S Kaul,10,17,1
AT Rayudu,Pankaj Singh,10,17,0
DJ Hooda,AD Mathews,10,17,0
JM Bairstow,Mohammed Siraj,10,17,0
JM Bairstow,Ravi Bishnoi,10,17,1
JP Duminy,Z Khan,10,17,2
Misbah-ul-Haq,Y Venugopal Rao,10,17,0
OA Shah,DE Bollinger,10,17,0
PP Shaw,BB Sran,10,17,0
R Bhatia,S Sreesanth,10,17,0
RR Pant,KM Asif,10,17,0
S Dhawan,A Singh,10,17,1
S Dhawan,AB Agarkar,10,17,1
SA Yadav,GC Viljoen,10,17,0
SN Khan,DS Kulkarni,10,17,0
SR Watson,R Tewatia,10,17,1
SS Tiwary,AC Thomas,10,17,1
Shakib Al Hasan,MJ Clarke,10,17,0
V Sehwag,A Uniyal,10,17,0
AD Russell,S Gopal,9,17,0
AT Rayudu,J Theron,9,17,0
AT Rayudu,YK Pathan,9,17,0
BA Stokes,MP Stoinis,9,17,0
DA Warner,MM Ali,9,17,0
DH Yagnik,KA Pollard,9,17,0
DPMD Jayawardene,AP Dole,9,17,1
E Lewis,M Prasidh Krishna,9,17,0
G Gambhir,KH Pandya,9,17,1
Harbhajan Singh,JD Unadkat,9,17,2
Harbhajan Singh,SR Watson,9,17,0
IK Pathan,B Lee,9,17,0
JR Hopes,CH Gayle,9,17,0
KA Pollard,AP Dole,9,17,1
KC Sangakkara,RJ Harris,9,17,0
KS Williamson,K Khejroliya,9,17,0
LR Shukla,CRD Fernando,9,17,0
MEK Hussey,K Goel,9,17,0
MN van Wyk,PJ Sangwan,9,17,0
MS Dhoni,T Natarajan,9,17,1
RG Sharma,LH Ferguson,9,17,0
SPD Smith,AD Russell,9,17,1
SR Tendulkar,BAW Mendis,9,17,1
AB Agarkar,PJ Sangwan,8,17,1
AB de Villiers,KK Cooper,8,17,0
DJ Hooda,Karanveer Singh,8,17,0
DJ Hussey,CJ McKay,8,17,0
KA Pollard,AC Thomas,8,17,0
KA Pollard,S Ladda,8,17,1
KH Pandya,MM Sharma,8,17,1
KS Williamson,CR Woakes,8,17,0
MS Dhoni,B Lee,8,17,0
R Ashwin,DS Kulkarni,8,17,0
RA Jadeja,AG Murtaza,8,17,0
S Badrinath,AD Mathews,8,17,0
SE Marsh,CRD Fernando,8,17,0
Salman Butt,MM Patel,8,17,1
YK Pathan,ST Jayasuriya,8,17,0
DJ Hussey,P Kumar,7,17,0
DR Smith,D Wiese,7,17,0
JC Buttler,I Udana,7,17,0
JP Duminy,CH Morris,7,17,0
JR Hopes,SK Trivedi,7,17,0
RR Pant,R Bhatia,7,17,0
SK Raina,V Pratap Singh,7,17,0
TM Head,MJ McClenaghan,7,17,0
AB de Villiers,PJ Cummins,6,17,0
CH Morris,Mohammed Shami,6,17,1
DT Christian,P Awana,6,17,0
GJ Maxwell,Yuvraj Singh,6,17,0
MEK Hussey,WA Mota,6,17,0
SE Marsh,S Gopal,6,17,0
AC Gilchrist,S Tyagi,5,17,0
BB McCullum,HH Pandya,5,17,0
HH Pandya,JDS Neesham,5,17,0
J Botha,Z Khan,5,17,1
RA Jadeja,Ankit Sharma,5,17,0
SP Narine,DL Chahar,5,17,0
Azhar Mahmood,GJ Maxwell,4,17,0
Gurkeerat Singh,L Balaji,4,17,0
MA Agarwal,R Tewatia,4,17,0
GC Smith,P Kumar,61,16,2
K Rabada,JJ Bumrah,43,16,2
SE Marsh,P Kumar,42,16,0
V Kohli,SK Warne,42,16,1
G Gambhir,NM Coulter-Nile,40,16,1
YV Takawale,MM Patel,40,16,0
N Rana,BA Stokes,35,16,0
EJG Morgan,S Sreesanth,34,16,0
G Gambhir,Yuvraj Singh,34,16,0
Harbhajan Singh,Mustafizur Rahman,34,16,0
JP Duminy,R Sharma,34,16,0
RG Sharma,M Muralitharan,34,16,1
SPD Smith,Z Khan,33,16,0
BB McCullum,DW Steyn,32,16,2
JP Duminy,DR Smith,32,16,1
KA Pollard,AD Russell,32,16,0
AB de Villiers,R Vinay Kumar,31,16,1
CH Gayle,AD Mathews,31,16,1
DPMD Jayawardene,A Nehra,31,16,0
GC Smith,GD McGrath,31,16,1
JM Bairstow,YS Chahal,31,16,2
RG Sharma,JA Morkel,31,16,3
CA Lynn,Mohammed Siraj,30,16,0
GJ Bailey,B Kumar,30,16,1
HH Gibbs,JA Morkel,30,16,0
HH Pandya,Imran Tahir,30,16,1
K Rabada,Harbhajan Singh,30,16,0
LR Shukla,J Botha,30,16,1
MA Agarwal,B Kumar,30,16,1
RD Gaikwad,Washington Sundar,30,16,0
SC Ganguly,VRV Singh,30,16,0
STR Binny,DJG Sammy,30,16,1
DA Warner,SM Curran,29,16,1
M Manhas,S Sreesanth,29,16,0
N Rana,AR Patel,29,16,1
R Dravid,DS Kulkarni,29,16,1
BB McCullum,M Muralitharan,28,16,0
DA Warner,Harmeet Singh,28,16,0
GC Smith,DP Nannes,28,16,1
TM Dilshan,A Ashish Reddy,28,16,0
AM Nayar,JD Ryder,27,16,1
KA Pollard,A Nortje,27,16,0
KH Pandya,Rashid Khan,27,16,1
RA Jadeja,BB Sran,27,16,0
SA Yadav,Rashid Khan,27,16,0
SA Yadav,Shakib Al Hasan,27,16,0
AT Rayudu,AD Russell,26,16,0
BB McCullum,R Sathish,26,16,0
DJ Hooda,DJ Bravo,26,16,2
Iqbal Abdulla,DJ Bravo,26,16,1
JA Morkel,IC Pandey,26,16,0
ML Hayden,SK Warne,26,16,1
Mandeep Singh,M Prasidh Krishna,26,16,0
RR Pant,LH Ferguson,26,16,0
SE Marsh,DNT Zoysa,26,16,0
SK Raina,Pankaj Singh,26,16,1
AR Patel,NM Coulter-Nile,25,16,2
JC Buttler,B Kumar,25,16,0
RV Uthappa,Yuvraj Singh,25,16,2
SK Raina,R Sharma,25,16,1
SR Tendulkar,AD Mathews,25,16,0
SV Samson,TA Boult,25,16,2
Shubman Gill,T Natarajan,25,16,0
AM Rahane,HV Patel,24,16,1
BA Stokes,Mohammed Shami,24,16,1
HH Gibbs,AB Dinda,24,16,1
N Pooran,KH Pandya,24,16,0
PA Patel,TA Boult,24,16,0
RG Sharma,CJ Jordan,24,16,0
SA Yadav,NLTC Perera,24,16,1
SK Raina,T Natarajan,24,16,0
SP Fleming,R Vinay Kumar,24,16,0
SPD Smith,SN Thakur,24,16,0
SV Samson,SL Malinga,24,16,1
SV Samson,WD Parnell,24,16,1
AB de Villiers,B Akhil,23,16,0
KD Karthik,KK Cooper,23,16,2
PA Patel,S Nadeem,23,16,2
R Dravid,MG Johnson,23,16,1
RG Sharma,K Rabada,23,16,1
AD Mathews,J Botha,22,16,0
AJ Finch,MJ McClenaghan,22,16,0
AT Rayudu,PJ Cummins,22,16,1
DA Warner,S Badree,22,16,0
G Gambhir,R Dhawan,22,16,0
JEC Franklin,P Awana,22,16,0
KD Karthik,DJG Sammy,22,16,0
KD Karthik,MJ McClenaghan,22,16,0
LA Pomersbach,MF Maharoof,22,16,1
LMP Simmons,R Dhawan,22,16,0
M Vohra,Mohammad Nabi,22,16,0
MK Pandey,Kuldeep Yadav,22,16,1
ML Hayden,UT Yadav,22,16,0
PP Shaw,KK Ahmed,22,16,2
R Sathish,CH Gayle,22,16,0
RD Gaikwad,CV Varun,22,16,0
RG Sharma,AP Dole,22,16,0
RG Sharma,JW Hastings,22,16,0
SM Katich,Shoaib Malik,22,16,0
SPD Smith,Ravi Bishnoi,22,16,1
SS Iyer,DJ Bravo,22,16,1
V Sehwag,VR Aaron,22,16,0
Washington Sundar,BA Stokes,22,16,1
YK Pathan,JP Faulkner,22,16,0
AM Rahane,PJ Sangwan,21,16,2
MA Agarwal,NA Saini,21,16,0
Q de Kock,Shivam Mavi,21,16,1
SE Marsh,PV Tambe,21,16,1
AM Rahane,D Wiese,20,16,0
BB McCullum,M Kartik,20,16,0
CJ Anderson,Basil Thampi,20,16,1
EJG Morgan,PJ Cummins,20,16,1
HH Gibbs,MB Parmar,20,16,0
JD Ryder,DE Bollinger,20,16,1
KD Karthik,BA Stokes,20,16,0
MC Henriques,SP Narine,20,16,1
ML Hayden,AB Agarkar,20,16,0
MV Boucher,DL Vettori,20,16,0
MV Boucher,Harbhajan Singh,20,16,0
PP Chawla,MG Johnson,20,16,1
RR Pant,DR Smith,20,16,0
S Dhawan,Mohammad Nabi,20,16,1
SM Curran,NM Coulter-Nile,20,16,0
UBT Chand,JH Kallis,20,16,0
V Sehwag,DE Bollinger,20,16,1
YK Pathan,STR Binny,20,16,0
AT Rayudu,DS Kulkarni,19,16,0
CL White,SL Malinga,19,16,1
DA Miller,JD Unadkat,19,16,0
F du Plessis,K Rabada,19,16,2
HH Pandya,Washington Sundar,19,16,0
JM Bairstow,Mohammed Shami,19,16,0
MP Stoinis,Sandeep Sharma,19,16,0
N Rana,A Mishra,19,16,0
R Vinay Kumar,A Singh,19,16,3
ST Jayasuriya,P Kumar,19,16,0
ST Jayasuriya,SK Trivedi,19,16,1
A Symonds,MB Parmar,18,16,0
AB McDonald,DJ Bravo,18,16,0
AR Patel,Mohammed Shami,18,16,1
AT Rayudu,MG Johnson,18,16,1
B Chipli,WD Parnell,18,16,0
BA Stokes,S Kaul,18,16,0
D Padikkal,Sandeep Sharma,18,16,1
DA Miller,DR Smith,18,16,1
DJ Bravo,J Suchith,18,16,0
JC Buttler,VR Aaron,18,16,0
JH Kallis,TG Southee,18,16,0
KC Sangakkara,AB Dinda,18,16,1
KK Nair,K Santokie,18,16,0
KP Pietersen,GB Hogg,18,16,0
KP Pietersen,PV Tambe,18,16,1
LRPL Taylor,Mohammad Asif,18,16,0
N Rana,A Nortje,18,16,0
Niraj Patel,CRD Fernando,18,16,0
PA Patel,MA Starc,18,16,0
RA Jadeja,GB Hogg,18,16,2
RV Uthappa,AD Mathews,18,16,1
SE Marsh,AN Ahmed,18,16,0
SK Raina,MA Starc,18,16,0
SPD Smith,JDS Neesham,18,16,1
SS Iyer,AJ Tye,18,16,1
ST Jayasuriya,JDP Oram,18,16,1
SW Billings,UT Yadav,18,16,1
AJ Finch,JH Kallis,17,16,2
AM Nayar,MG Johnson,17,16,0
CJ Anderson,DS Kulkarni,17,16,0
JP Duminy,JA Morkel,17,16,1
KD Karthik,SN Thakur,17,16,1
OA Shah,SP Narine,17,16,1
PP Shaw,SM Curran,17,16,0
R Vinay Kumar,DR Smith,17,16,0
S Badrinath,S Sreesanth,17,16,1
S Dhawan,MR Marsh,17,16,0
SR Tendulkar,DP Nannes,17,16,1
V Kohli,Basil Thampi,17,16,1
YK Pathan,Karanveer Singh,17,16,2
Yuvraj Singh,DE Bollinger,17,16,0
AJ Finch,MP Stoinis,16,16,0
DA Miller,R Bhatia,16,16,0
DR Smith,S Sreesanth,16,16,0
F du Plessis,STR Binny,16,16,0
HH Gibbs,R Bhatia,16,16,0
JC Buttler,Basil Thampi,16,16,0
KM Jadhav,S Gopal,16,16,0
MC Juneja,MG Johnson,16,16,0
MK Pandey,AB Dinda,16,16,2
NV Ojha,I Sharma,16,16,1
R Tewatia,T Natarajan,16,16,0
SK Raina,Imran Tahir,16,16,1
SV Samson,J Suchith,16,16,0
TM Dilshan,AB Agarkar,16,16,0
TM Dilshan,JA Morkel,16,16,2
AA Jhunjhunwala,S Ladda,15,16,0
AB de Villiers,STR Binny,15,16,0
BB McCullum,B Lee,15,16,0
BB Samantray,R Sharma,15,16,1
DA Miller,SR Watson,15,16,1
DA Warner,CH Gayle,15,16,0
KD Karthik,DS Kulkarni,15,16,1
MK Tiwary,S Aravind,15,16,0
N Rana,K Gowtham,15,16,0
OA Shah,DJ Bravo,15,16,0
SK Raina,DJ Hooda,15,16,0
SR Watson,MS Gony,15,16,0
TM Dilshan,A Symonds,15,16,1
V Kohli,SB Styris,15,16,0
YK Pathan,JR Hopes,15,16,1
BJ Hodge,R Rampaul,14,16,0
CH Gayle,LJ Wright,14,16,0
HH Pandya,RA Jadeja,14,16,1
JA Morkel,Z Khan,14,16,0
MR Marsh,MG Johnson,14,16,1
MS Bisla,AD Mascarenhas,14,16,0
MV Boucher,PJ Sangwan,14,16,2
PC Valthaty,JP Duminy,14,16,0
PP Chawla,A Nehra,14,16,0
RA Jadeja,M Kartik,14,16,0
RA Jadeja,TG Southee,14,16,0
RA Tripathi,AF Milne,14,16,0
SS Iyer,IC Pandey,14,16,0
SS Iyer,P Kumar,14,16,1
SS Tiwary,BAW Mendis,14,16,0
Shubman Gill,Shakib Al Hasan,14,16,0
Y Venugopal Rao,A Symonds,14,16,0
AC Gilchrist,SP Narine,13,16,1
F du Plessis,KJ Abbott,13,16,0
M Vohra,JH Kallis,13,16,0
MJ Guptill,CH Morris,13,16,0
MV Boucher,SM Pollock,13,16,0
OA Shah,A Symonds,13,16,0
TM Dilshan,KK Cooper,13,16,0
TM Head,AS Rajpoot,13,16,0
Y Venugopal Rao,AB Dinda,13,16,0
BA Stokes,M Ashwin,12,16,0
DA Warner,CR Brathwaite,12,16,1
DJ Hussey,TP Sudhindra,12,16,0
F du Plessis,TU Deshpande,12,16,0
FY Fazal,PP Ojha,12,16,1
G Gambhir,CJ Jordan,12,16,0
GJ Bailey,R Vinay Kumar,12,16,2
HH Pandya,Mohammed Shami,12,16,3
KL Rahul,SM Curran,12,16,0
KL Rahul,Shivam Mavi,12,16,0
MP Stoinis,S Lamichhane,12,16,0
MS Bisla,I Sharma,12,16,0
NLTC Perera,KJ Abbott,12,16,0
SE Marsh,M Ntini,12,16,1
SM Curran,KH Pandya,12,16,0
TL Suman,SK Trivedi,12,16,1
V Kohli,CJ Anderson,12,16,0
V Sehwag,AM Nayar,12,16,0
VVS Laxman,TM Dilshan,12,16,1
YV Takawale,S Badree,12,16,0
A Symonds,IK Pathan,11,16,0
AM Rahane,A Mithun,11,16,0
JP Duminy,SB Jakati,11,16,0
MA Agarwal,DL Chahar,11,16,0
MEK Hussey,AB Agarkar,11,16,0
SC Ganguly,DL Vettori,11,16,1
SE Marsh,DR Smith,11,16,0
SE Marsh,R Dhawan,11,16,0
SK Raina,JR Hopes,11,16,0
SW Billings,R Ashwin,11,16,1
V Kohli,MR Marsh,11,16,0
AJ Finch,IC Pandey,10,16,0
AT Rayudu,DR Smith,10,16,0
E Lewis,HV Patel,10,16,0
GJ Maxwell,AA Chavan,10,16,0
HM Amla,Ankit Soni,10,16,0
IK Pathan,M de Lange,10,16,0
JM Bairstow,S Lamichhane,10,16,0
KL Rahul,TK Curran,10,16,0
MEK Hussey,JR Hopes,10,16,0
MK Pandey,S Aravind,10,16,1
MK Tiwary,B Lee,10,16,0
MS Bisla,CH Morris,10,16,0
Mandeep Singh,SN Thakur,10,16,2
R Dravid,AD Russell,10,16,0
V Shankar,DS Kulkarni,10,16,0
V Shankar,SN Thakur,10,16,0
YK Pathan,SJ Srivastava,10,16,1
AB de Villiers,DAJ Bracewell,9,16,0
DR Smith,DL Vettori,9,16,0
HM Amla,Mustafizur Rahman,9,16,0
JM Bairstow,SS Cottrell,9,16,0
KA Pollard,AA Chavan,9,16,1
MS Dhoni,Sohail Tanvir,9,16,1
MV Boucher,JR Hopes,9,16,0
P Negi,PJ Cummins,9,16,0
RG Sharma,JR Hopes,9,16,0
RV Uthappa,A Singh,9,16,0
RV Uthappa,Swapnil Singh,9,16,0
S Dhawan,NLTC Perera,9,16,0
S Sohal,M Morkel,9,16,0
SR Watson,B Laughlin,9,16,1
SW Billings,BA Stokes,9,16,1
AC Gilchrist,S Ladda,8,16,1
AP Tare,PJ Sangwan,8,16,1
Abhishek Sharma,Arshdeep Singh,8,16,0
CH Gayle,AM Nayar,8,16,0
CH Gayle,S Sreesanth,8,16,0
Gurkeerat Singh,MS Gony,8,16,0
MP Stoinis,CR Brathwaite,8,16,0
MS Dhoni,MN Samuels,8,16,0
N Rana,S Nadeem,8,16,0
PJ Cummins,BA Stokes,8,16,1
SA Asnodkar,Mohammad Asif,8,16,0
SA Yadav,TA Boult,8,16,0
SP Narine,VR Aaron,8,16,1
Yuvraj Singh,Mohammad Hafeez,8,16,1
Yuvraj Singh,PV Tambe,8,16,0
AB de Villiers,Basil Thampi,7,16,0
AD Mathews,M Morkel,7,16,0
AM Nayar,DNT Zoysa,7,16,1
B Chipli,R Ninan,7,16,0
BJ Hodge,KA Pollard,7,16,0
CA Lynn,M Muralitharan,7,16,0
DH Yagnik,SP Narine,7,16,0
DW Steyn,KK Cooper,7,16,0
M Vohra,S Ladda,7,16,0
MC Henriques,DP Nannes,7,16,0
ML Hayden,DR Smith,7,16,0
MM Ali,JC Archer,7,16,0
N Rana,GC Viljoen,7,16,0
N Rana,R Parag,7,16,0
NLTC Perera,MN Samuels,7,16,0
RJ Quiney,DJ Bravo,7,16,0
RV Uthappa,Basil Thampi,7,16,0
SK Raina,RV Gomez,7,16,0
TM Dilshan,K Upadhyay,7,16,0
A Symonds,Y Nagar,6,16,0
AP Majumdar,AA Chavan,6,16,0
DJ Bravo,TP Sudhindra,6,16,0
Harbhajan Singh,AB Agarkar,6,16,0
KK Cooper,S Nadeem,6,16,0
LA Pomersbach,DJ Bravo,6,16,0
LPC Silva,VRV Singh,6,16,0
MJ Guptill,TA Boult,6,16,0
MN Samuels,SN Thakur,6,16,0
Mohammad Nabi,Mujeeb Ur Rahman,6,16,0
SK Raina,R Sathish,6,16,0
SK Warne,A Symonds,6,16,0
SV Samson,M Morkel,6,16,0
V Sehwag,B Akhil,6,16,0
V Sehwag,Imran Tahir,6,16,0
V Shankar,TA Boult,6,16,1
Y Venugopal Rao,Sohail Tanvir,6,16,0
BCJ Cutting,PP Chawla,5,16,1
DJ Harris,TM Dilshan,5,16,0
DJ Hooda,Mohammed Shami,5,16,0
GJ Bailey,BW Hilfenhaus,5,16,0
LJ Wright,Azhar Mahmood,5,16,1
MM Ali,JP Behrendorff,5,16,0
SP Narine,JP Faulkner,5,16,0
V Sehwag,PJ Sangwan,5,16,0
V Shankar,B Kumar,5,16,0
Z Khan,P Kumar,5,16,0
AB de Villiers,MR Marsh,4,16,1
AR Patel,DR Smith,4,16,1
BB McCullum,CL White,4,16,0
RE van der Merwe,YA Abdulla,4,16,1
Sachin Baby,KA Pollard,4,16,0
ML Hayden,DW Steyn,45,15,0
Yuvraj Singh,DT Christian,44,15,2
DJ Bravo,AB Dinda,40,15,1
GJ Bailey,MC Henriques,38,15,3
AM Rahane,Imran Tahir,37,15,1
SPD Smith,B Kumar,37,15,0
KD Karthik,AB Agarkar,34,15,2
KP Pietersen,DW Steyn,34,15,1
SS Tiwary,DJ Bravo,34,15,0
SV Samson,DW Steyn,34,15,1
Shubman Gill,TA Boult,34,15,1
AM Nayar,A Mishra,33,15,1
PC Valthaty,DW Steyn,33,15,1
V Sehwag,I Sharma,32,15,1
NV Ojha,R Ashwin,31,15,2
AT Rayudu,B Lee,30,15,0
CH Gayle,SW Tait,30,15,0
D Padikkal,JC Archer,30,15,1
DA Warner,JC Archer,30,15,2
JH Kallis,DR Smith,30,15,1
JP Duminy,TG Southee,30,15,0
KK Nair,MA Starc,30,15,1
MEK Hussey,AC Thomas,30,15,0
UBT Chand,P Kumar,30,15,2
AB de Villiers,JP Duminy,28,15,0
AD Mathews,R Ashwin,28,15,0
AJ Finch,HH Pandya,28,15,0
CH Morris,JJ Bumrah,28,15,0
JC Buttler,SR Watson,28,15,0
Mohammad Nabi,JJ Bumrah,28,15,1
N Pooran,R Ashwin,28,15,2
P Dogra,A Mishra,28,15,0
RG Sharma,NM Coulter-Nile,28,15,2
SV Samson,T Natarajan,28,15,0
VVS Laxman,I Sharma,28,15,0
LRPL Taylor,PP Ojha,27,15,2
Q de Kock,SP Narine,27,15,1
DH Yagnik,Harbhajan Singh,26,15,2
JH Kallis,JD Unadkat,26,15,0
JJ Roy,Mustafizur Rahman,26,15,0
RA Jadeja,I Sharma,26,15,2
RA Tripathi,CR Woakes,26,15,1
RD Gaikwad,CH Morris,26,15,0
S Dhawan,Iqbal Abdulla,26,15,1
SK Raina,A Nehra,26,15,1
SK Raina,JP Behrendorff,26,15,1
UBT Chand,MM Sharma,26,15,2
UBT Chand,R Vinay Kumar,26,15,1
HH Gibbs,A Kumble,25,15,1
AM Nayar,PP Chawla,24,15,1
AM Rahane,Shahbaz Ahmed,24,15,0
DA Warner,MS Gony,24,15,0
G Gambhir,YK Pathan,24,15,0
GH Vihari,AD Mascarenhas,24,15,0
KP Pietersen,RP Singh,24,15,1
M Vohra,WD Parnell,24,15,0
ML Hayden,C Nanda,24,15,0
R Dravid,AB McDonald,24,15,1
SP Narine,NA Saini,24,15,2
Shakib Al Hasan,MM Sharma,24,15,0
V Kohli,CV Varun,24,15,0
CA Lynn,Mohammed Shami,23,15,2
DT Christian,Harbhajan Singh,23,15,1
MC Henriques,MJ McClenaghan,23,15,0
AJ Finch,Imran Tahir,22,15,2
JM Bairstow,CV Varun,22,15,1
KK Nair,PJ Sangwan,22,15,1
MA Agarwal,Mohammad Nabi,22,15,0
MG Johnson,SP Narine,22,15,2
MJ Clarke,V Pratap Singh,22,15,1
