bowler,batsman,inning,is_wicket,batsman_runs
RJ Harris,KD Karthik,5,1,7
RJ Harris,KP Appanna,2,1,1
RJ Harris,M Kaif,1,1,0
RJ Harris,M Vijay,53,1,42
RJ Harris,MA Agarwal,3,1,6
RJ Harris,ML Hayden,19,1,17
RJ Harris,MS Dhoni,12,1,26
RJ Harris,SR Tendulkar,23,1,26
RJ Harris,R Ashwin,8,1,8
RJ Harris,RG Sharma,6,1,10
RJ Harris,RV Gomez,2,1,1
RJ Harris,RV Uthappa,34,1,37
RJ Harris,S Anirudha,7,1,15
RJ Harris,S Sohal,28,1,20
RJ Harris,SE Marsh,1,1,0
RJ Harris,JP Duminy,15,1,12
RJ Harris,IK Pathan,9,1,9
RJ Harris,G Gambhir,13,1,2
RJ Harris,DJ Bravo,12,1,8
RG Sharma,R Ashwin,2,1,0
RG Sharma,RS Bopara,10,1,3
RG Sharma,S Sohal,2,1,0
RG Sharma,SA Asnodkar,2,1,1
RG Sharma,SC Ganguly,13,1,14
RG Sharma,SK Raina,7,1,3
RG Sharma,SK Warne,2,1,0
RG Sharma,SM Katich,6,1,0
RG Sharma,SS Tiwary,7,1,6
RJ Harris,A Mithun,9,1,12
RJ Harris,AM Rahane,14,1,6
RJ Harris,AP Dole,2,1,4
RJ Harris,AUK Pathan,1,1,0
RJ Harris,BB McCullum,16,1,20
RJ Harris,CH Gayle,17,1,26
RJ Harris,SK Raina,7,1,2
RJ Harris,SS Tiwary,14,1,2
RG Sharma,M Morkel,6,1,1
RP Singh,Harbhajan Singh,16,1,35
RP Singh,CH Gayle,49,1,37
RP Singh,CL White,12,1,4
RP Singh,DA Warner,37,1,42
RP Singh,DH Yagnik,2,1,1
RP Singh,EJG Morgan,28,1,28
RP Singh,FY Fazal,16,1,18
RP Singh,GC Smith,44,1,18
RP Singh,I Sharma,3,1,0
RJ Harris,STR Binny,1,1,0
RP Singh,IK Pathan,44,1,68
RP Singh,JA Morkel,30,1,28
RP Singh,JP Faulkner,3,1,0
RP Singh,Joginder Sharma,2,1,1
RP Singh,KC Sangakkara,26,1,26
RP Singh,KD Karthik,31,1,25
RP Singh,KP Pietersen,24,1,15
RP Singh,CA Pujara,7,1,5
RP Singh,B Lee,11,1,4
RP Singh,B Chipli,12,1,13
RP Singh,AM Nayar,7,1,10
RJ Harris,T Thushara,4,1,3
RJ Harris,TL Suman,10,1,0
RJ Harris,Y Nagar,8,1,1
RJ Harris,YK Pathan,3,1,1
RJ Peterson,DPMD Jayawardene,4,1,5
RJ Peterson,IK Pathan,1,1,0
RJ Peterson,V Sehwag,4,1,7
RN ten Doeschate,EJG Morgan,2,1,0
RN ten Doeschate,NV Ojha,10,1,13
RN ten Doeschate,SS Tiwary,10,1,3
RP Singh,A Ashish Reddy,2,1,1
RP Singh,AB Agarkar,2,1,6
RP Singh,AB Dinda,4,1,3
RP Singh,AB de Villiers,18,1,12
RP Singh,AC Gilchrist,24,1,5
RG Sharma,M Vijay,6,1,8
RG Sharma,KC Sangakkara,26,1,32
RA Jadeja,MA Agarwal,13,1,19
RD Chahar,AM Rahane,12,1,10
RA Jadeja,Shakib Al Hasan,33,1,34
RA Jadeja,TA Boult,3,1,6
RA Jadeja,TG Southee,2,1,0
RA Jadeja,UT Yadav,5,1,0
RA Jadeja,WD Parnell,8,1,1
RA Jadeja,Y Venugopal Rao,17,1,24
RA Jadeja,Yuvraj Singh,42,1,17
RD Chahar,AT Rayudu,36,1,28
RD Chahar,JM Bairstow,2,1,0
RD Chahar,BA Stokes,28,1,21
RD Chahar,BB McCullum,2,1,0
RD Chahar,CA Lynn,11,1,23
RD Chahar,CH Gayle,23,1,22
RD Chahar,DL Chahar,4,1,0
RD Chahar,F du Plessis,25,1,14
RD Chahar,HM Amla,12,1,3
RA Jadeja,SR Tendulkar,36,1,37
RA Jadeja,SN Khan,41,1,33
RA Jadeja,SL Malinga,4,1,1
RA Jadeja,SA Yadav,83,1,37
RA Jadeja,MG Johnson,2,1,0
RA Jadeja,MP Stoinis,14,1,22
RA Jadeja,MR Marsh,6,1,3
RA Jadeja,MS Bisla,22,1,10
RA Jadeja,MS Gony,8,1,1
RA Jadeja,MV Boucher,5,1,3
RA Jadeja,Mohammad Asif,2,1,0
RA Jadeja,N Pooran,16,1,22
RA Jadeja,R Bhatia,24,1,18
RA Jadeja,RA Tripathi,13,1,13
RA Jadeja,RK Singh,25,1,11
RA Jadeja,RR Pant,51,1,50
RA Jadeja,S Badree,2,1,2
RA Jadeja,S Dhawan,93,1,94
RA Jadeja,S Nadeem,8,1,2
RD Chahar,JC Buttler,46,1,36
RD Chahar,JR Philippe,2,1,4
RG Sharma,JP Duminy,20,1,12
RE van der Merwe,R Vinay Kumar,6,1,2
RE van der Merwe,K Goel,8,1,1
RE van der Merwe,LA Pomersbach,4,1,4
RE van der Merwe,LR Shukla,8,1,15
RE van der Merwe,M Klinger,2,1,0
RE van der Merwe,MK Tiwary,16,1,6
RE van der Merwe,R Bhatia,1,1,0
RE van der Merwe,R Dravid,14,1,11
RE van der Merwe,RR Powar,2,1,0
RD Chahar,KL Rahul,35,1,26
RE van der Merwe,S Badrinath,3,1,1
RE van der Merwe,S Sreesanth,4,1,0
RE van der Merwe,SK Raina,12,1,6
RG More,SA Yadav,2,1,0
RG Sharma,AM Nayar,6,1,0
RG Sharma,AS Raut,4,1,1
RG Sharma,Harbhajan Singh,7,1,13
RE van der Merwe,DR Smith,2,1,4
RE van der Merwe,DA Miller,14,1,5
RE van der Merwe,BJ Hodge,41,1,22
RE van der Merwe,BB McCullum,5,1,4
RD Chahar,M Vijay,18,1,12
RD Chahar,MK Lomror,4,1,1
RD Chahar,MP Stoinis,20,1,32
RD Chahar,MS Dhoni,30,1,13
RD Chahar,PP Shaw,12,1,4
RD Chahar,S Dhawan,28,1,27
RD Chahar,SK Raina,21,1,12
RD Chahar,SV Samson,36,1,32
RD Chahar,Shivam Mavi,8,1,3
RD Chahar,Shubman Gill,15,1,27
RD Chahar,V Kohli,8,1,5
RD Chahar,YK Pathan,2,1,0
RE van der Merwe,A Symonds,19,1,14
RE van der Merwe,AB de Villiers,5,1,7
RE van der Merwe,B Lee,4,1,8
GR Napier,MN van Wyk,12,1,3
M Markande,PA Patel,6,1,5
DE Bollinger,MD Mishra,25,1,20
AB Dinda,ST Jayasuriya,7,1,12
AB Dinda,S Sriram,12,1,2
AB Dinda,SA Asnodkar,10,1,11
DJ Bravo,Q de Kock,6,1,9
AB Dinda,SK Raina,52,1,56
AB Dinda,SK Trivedi,2,1,4
DJ Bravo,PJ Cummins,5,1,3
DJ Bravo,P Negi,3,1,1
AB Dinda,SS Iyer,11,1,11
AB Dinda,STR Binny,1,1,0
AB Dinda,YK Pathan,23,1,19
DJ Bravo,NV Ojha,24,1,6
AB Dinda,T Kohli,1,1,0
DJ Bravo,NLTC Perera,8,1,10
DJ Bravo,N Rana,11,1,13
DJ Bravo,Mohammed Siraj,3,1,3
DJ Bravo,Mandeep Singh,19,1,15
AB Dinda,V Sehwag,24,1,14
AB Dinda,W Jaffer,22,1,2
AB Dinda,S Nadeem,6,1,4
DJ Bravo,R Dravid,8,1,7
DJ Bravo,R Rampaul,6,1,0
DJ Bravo,R Sharma,2,1,0
DJ Bravo,SE Marsh,33,1,29
DJ Bravo,SD Chitnis,13,1,6
DJ Bravo,SA Yadav,38,1,47
AB Dinda,MD Mishra,2,1,0
AB Dinda,MF Maharoof,6,1,2
AB Dinda,MJ Lumb,1,1,0
DJ Bravo,S Nadeem,6,1,0
DJ Bravo,S Gopal,6,1,0
DJ Bravo,S Badrinath,26,1,30
AB Dinda,NLTC Perera,3,1,1
AB Dinda,NV Ojha,24,1,20
DJ Bravo,RR Pant,41,1,32
DJ Bravo,RJ Peterson,6,1,0
DJ Bravo,RE Levi,10,1,6
AB Dinda,R Rampaul,1,1,0
AB Dinda,RA Jadeja,13,1,11
AB Dinda,RR Pant,8,1,2
DJ Bravo,MS Bisla,36,1,38
DJ Bravo,MR Marsh,6,1,4
AC Gilchrist,Harbhajan Singh,2,1,0
DJ Bravo,GJ Maxwell,9,1,11
AB McDonald,MK Tiwary,2,1,0
DJ Bravo,J Suchith,11,1,3
AB McDonald,N Saini,22,1,14
DJ Bravo,Iqbal Abdulla,26,1,16
DJ Bravo,Imran Tahir,2,1,0
AB McDonald,R Dravid,24,1,15
DJ Bravo,HV Patel,9,1,28
DJ Bravo,HH Pandya,49,1,55
DJ Bravo,GH Vihari,4,1,6
DJ Bravo,MP Stoinis,19,1,13
DJ Bravo,G Gambhir,40,1,32
DJ Bravo,EJG Morgan,36,1,20
DJ Bravo,E Lewis,21,1,12
DJ Bravo,DR Smith,8,1,12
AB McDonald,V Sehwag,1,1,0
DJ Bravo,DJG Sammy,4,1,6
DJ Bravo,DJ Hussey,26,1,24
AB McDonald,Y Venugopal Rao,6,1,2
DJ Bravo,JEC Franklin,20,1,4
DJ Bravo,JO Holder,8,1,12
DJ Bravo,JP Duminy,18,1,11
DJ Bravo,JR Hopes,2,1,0
AB Dinda,Z Khan,4,1,2
DJ Bravo,MM Ali,7,1,10
DJ Bravo,MC Henriques,2,1,0
DJ Bravo,MA Agarwal,20,1,12
AB McDonald,C Madan,1,1,0
AB McDonald,CK Langeveldt,2,1,0
AB McDonald,DA Miller,8,1,6
DJ Bravo,LRPL Taylor,13,1,6
AB McDonald,DW Steyn,4,1,1
DJ Bravo,LR Shukla,23,1,23
AB McDonald,EJG Morgan,8,1,2
DJ Bravo,KS Williamson,44,1,50
DJ Bravo,KP Pietersen,12,1,13
DJ Bravo,KMA Paul,7,1,1
DJ Bravo,KL Nagarkoti,3,1,0
AB McDonald,M Kartik,4,1,1
AB McDonald,MK Pandey,12,1,11
DJ Bravo,SK Trivedi,2,1,0
DJ Bravo,SN Khan,16,1,17
AB Dinda,M Vohra,28,1,31
AB Agarkar,S Sohal,2,1,0
AB Agarkar,PA Patel,48,1,35
DJ Hussey,DJ Harris,2,1,0
DJ Hussey,CL White,2,1,0
AB Agarkar,PP Ojha,2,1,0
DJ Hussey,AS Yadav,6,1,8
AB Agarkar,RG Sharma,40,1,52
AB Agarkar,S Dhawan,10,1,17
DJ Hussey,AB de Villiers,24,1,23
AB Agarkar,SK Warne,4,1,1
DJ Bravo,SS Iyer,22,1,16
AB Agarkar,SP Goswami,23,1,17
AB Agarkar,SR Tendulkar,18,1,34
AB Agarkar,Sunny Singh,2,1,0
AB Agarkar,V Sehwag,20,1,15
DJ Hooda,S Dhawan,20,1,27
AB Agarkar,WPUJC Vaas,1,1,0
AB Agarkar,Yuvraj Singh,18,1,21
AB Dinda,A Mishra,22,1,18
DJ Hussey,GJ Bailey,1,1,0
AB Agarkar,MS Bisla,8,1,3
AB Agarkar,MK Tiwary,15,1,22
DJ Hussey,K Goel,6,1,6
AB Agarkar,B Akhil,4,1,0
DJ Muthuswami,MK Pandey,6,1,0
AB Agarkar,B Chipli,6,1,14
DJ Muthuswami,LMP Simmons,6,1,1
AB Agarkar,CL White,12,1,3
DJ Muthuswami,DJ Bravo,1,1,0
AB Agarkar,DA Warner,23,1,26
DJ Hussey,WP Saha,9,1,4
DJ Hussey,V Sehwag,4,1,18
AB Agarkar,DPMD Jayawardene,69,1,44
DJ Hussey,SE Marsh,7,1,9
DJ Hussey,S Rana,2,1,0
AB Agarkar,J Botha,3,1,4
AB Agarkar,JD Ryder,4,1,0
AB Agarkar,JH Kallis,30,1,19
AB Agarkar,M Kaif,12,1,9
AB Agarkar,M Vijay,23,1,19
DJ Hooda,PA Patel,8,1,3
AB Dinda,AC Voges,5,1,6
AB Dinda,AG Paunikar,10,1,5
DJ Bravo,Washington Sundar,4,1,13
DJ Bravo,VVS Laxman,27,1,18
DJ Bravo,V Shankar,38,1,57
DJ Bravo,V Sehwag,16,1,9
AB Dinda,JEC Franklin,10,1,1
DJ Bravo,V Kohli,129,1,151
DJ Bravo,TL Suman,16,1,8
DJ Bravo,TG Southee,16,1,30
AB Dinda,JH Kallis,26,1,13
AB Dinda,JP Duminy,23,1,50
AB Dinda,JP Faulkner,16,1,6
AB Dinda,JR Hopes,4,1,4
AB Dinda,KC Sangakkara,18,1,16
DJ Bravo,Shivam Mavi,1,1,0
AB Dinda,KL Rahul,25,1,20
DJ Bravo,Shahid Afridi,2,1,0
DJ Bravo,STR Binny,37,1,57
AB Dinda,KM Jadhav,5,1,9
AB Dinda,JA Morkel,4,1,1
DJ Bravo,X Thalaivan Sargunam,6,1,3
AB Dinda,AP Tare,8,1,0
AB Dinda,HH Pandya,11,1,30
DJ Hooda,KD Karthik,3,1,5
DJ Hooda,G Gambhir,14,1,11
AB Dinda,BJ Rohrer,6,1,1
AB Dinda,CA Pujara,2,1,0
DJ Hooda,DA Miller,29,1,27
DJ Hooda,CH Gayle,15,1,14
DJ Hooda,C Munro,9,1,8
AB Dinda,DJ Bravo,40,1,15
AB Dinda,DR Smith,20,1,15
AB Dinda,F Behardien,5,1,5
AB Dinda,FY Fazal,12,1,19
AB Dinda,G Gambhir,27,1,37
AB Dinda,GC Smith,31,1,19
DJ Bravo,Yashpal Singh,4,1,2
DJ Bravo,Y Venugopal Rao,30,1,26
AB Dinda,HH Gibbs,24,1,16
DJ Bravo,Y Gnaneswara Rao,10,1,4
DJ Bravo,DB Ravi Teja,16,1,18
DJ Bravo,DB Das,16,1,22
AB Agarkar,AT Rayudu,37,1,27
D Wiese,JP Duminy,10,1,10
D Wiese,MS Dhoni,16,1,13
AD Russell,A Ashish Reddy,3,1,4
AD Russell,AD Mathews,13,1,6
D Wiese,MEK Hussey,22,1,11
D Wiese,MC Henriques,3,1,1
AD Russell,AD Nath,5,1,2
AD Russell,AM Rahane,48,1,43
D Wiese,KA Pollard,8,1,6
AD Russell,D Padikkal,4,1,8
D Wiese,AT Rayudu,1,1,0
AD Russell,DA Miller,13,1,21
AD Russell,DA Warner,23,1,36
AD Russell,DJ Bravo,11,1,11
D Wiese,G Gambhir,4,1,5
AD Russell,DJ Hooda,13,1,4
D Wiese,DJ Muthuswami,1,1,0
D Wiese,DJ Hooda,10,1,4
D Wiese,BB McCullum,4,1,4
D Wiese,NM Coulter-Nile,3,1,4
D Wiese,PA Patel,3,1,0
D Wiese,R Ashwin,3,1,4
D Wiese,RG Sharma,21,1,17
DB Ravi Teja,Misbah-ul-Haq,2,1,0
AD Mathews,RE van der Merwe,2,1,1
DAJ Bracewell,V Kohli,1,1,0
AD Mathews,RG Sharma,26,1,21
DAJ Bracewell,R Vinay Kumar,3,1,5
DAJ Bracewell,HV Patel,1,1,0
AD Mathews,RV Uthappa,18,1,16
D du Preez,YK Pathan,8,1,5
D du Preez,SR Tendulkar,3,1,0
D du Preez,JP Duminy,4,1,0
D du Preez,AM Rahane,1,1,0
D Wiese,WP Saha,1,1,0
AD Mathews,SR Watson,30,1,25
D Wiese,SPD Smith,19,1,19
AD Mathews,SV Samson,8,1,1
D Wiese,S Dhawan,2,1,4
AD Mathews,V Kohli,21,1,9
AD Russell,HH Pandya,21,1,29
AD Russell,JC Archer,6,1,2
AC Thomas,AB de Villiers,6,1,14
CV Varun,JC Archer,8,1,7
CV Varun,N Rana,5,1,0
AD Russell,SD Chitnis,7,1,14
CV Varun,MP Stoinis,7,1,3
AD Russell,SM Curran,10,1,15
CV Varun,KL Rahul,38,1,18
CV Varun,JM Bairstow,22,1,15
AD Russell,SN Khan,12,1,11
CV Varun,JC Buttler,12,1,8
AD Russell,SPD Smith,9,1,17
AD Russell,JC Buttler,23,1,26
CV Varun,DA Warner,12,1,9
AD Russell,SV Samson,23,1,32
CV Varun,AR Patel,10,1,2
AD Russell,Sachin Baby,1,1,0
CRD Fernando,YK Pathan,2,1,0
AD Russell,Swapnil Singh,2,1,0
CRD Fernando,SP Goswami,4,1,2
AD Russell,V Kohli,63,1,78
AD Russell,S Dhawan,52,1,58
AD Russell,RA Tripathi,6,1,3
CV Varun,RR Pant,4,1,0
CV Varun,S Dhawan,6,1,5
AD Russell,JP Faulkner,3,1,4
D Salunkhe,DPMD Jayawardene,3,1,1
D Kalyankrishna,YK Pathan,12,1,9
AD Russell,MK Pandey,11,1,15
AD Russell,MM Sharma,3,1,1
D Kalyankrishna,KC Sangakkara,8,1,3
AD Russell,MS Dhoni,13,1,14
AD Russell,Mandeep Singh,20,1,22
AD Russell,Mohammad Nabi,4,1,6
AD Russell,NLTC Perera,5,1,7
AD Russell,P Kumar,8,1,0
AD Russell,R Ashwin,11,1,17
CV Varun,SS Iyer,17,1,33
CV Varun,SR Watson,20,1,9
CV Varun,SO Hetmyer,6,1,3
AD Russell,R Parag,12,1,12
CV Varun,SA Yadav,8,1,5
AD Mathews,R Bhatia,8,1,7
DE Bollinger,AA Jhunjhunwala,4,1,1
DE Bollinger,AB McDonald,4,1,2
AC Thomas,Y Nagar,12,1,10
DJ Bravo,A Ashish Reddy,14,1,24
AC Thomas,SK Raina,16,1,10
AC Thomas,SP Goswami,6,1,6
AC Thomas,SR Watson,6,1,1
AC Thomas,SS Tiwary,10,1,17
DE Bollinger,V Sehwag,20,1,16
AC Thomas,V Kohli,5,1,6
AC Thomas,V Sehwag,18,1,6
DE Bollinger,V Kohli,40,1,26
DE Bollinger,AC Gilchrist,26,1,8
DE Bollinger,TM Dilshan,2,1,0
DE Bollinger,TL Suman,8,1,4
DE Bollinger,SR Watson,16,1,9
DE Bollinger,SPD Smith,2,1,0
DE Bollinger,SC Ganguly,18,1,21
DE Bollinger,S Dhawan,34,1,17
DE Bollinger,RJ Harris,4,1,1
AC Voges,Y Venugopal Rao,2,1,1
DJ Bravo,A Mithun,4,1,0
DJ Bravo,A Nehra,2,1,0
DJ Bravo,AB Agarkar,4,1,4
DJ Bravo,AB de Villiers,66,1,70
DJ Bravo,DA Warner,95,1,53
AC Thomas,AC Blizzard,4,1,5
DJ Bravo,CV Varun,1,1,1
AC Thomas,AC Gilchrist,3,1,1
AC Thomas,AT Rayudu,14,1,5
DJ Bravo,CA Ingram,2,1,2
AC Thomas,BB McCullum,1,1,0
DJ Bravo,BB McCullum,39,1,11
AC Thomas,DPMD Jayawardene,24,1,13
DJ Bravo,BA Stokes,28,1,21
DJ Bravo,Azhar Mahmood,8,1,5
DJ Bravo,Ankit Sharma,2,1,0
AC Thomas,LRPL Taylor,20,1,14
DJ Bravo,AM Rahane,44,1,53
AC Thomas,M Vijay,9,1,10
AC Thomas,PC Valthaty,6,1,6
DJ Bravo,AD Mathews,8,1,4
AD Mascarenhas,AB de Villiers,18,1,8
DE Bollinger,RA Jadeja,10,1,11
AD Mascarenhas,AP Tare,1,1,0
AD Mathews,AM Rahane,62,1,52
AD Mathews,CH Gayle,31,1,16
AD Mathews,CM Gautam,6,1,1
DE Bollinger,DJ Harris,8,1,8
DE Bollinger,DH Yagnik,9,1,3
AD Mathews,DPMD Jayawardene,18,1,8
AD Mathews,Harbhajan Singh,8,1,1
AD Mathews,IK Pathan,30,1,19
DE Bollinger,CA Pujara,1,1,0
AD Mathews,JH Kallis,18,1,6
DE Bollinger,BJ Hodge,19,1,11
DE Bollinger,B Sumanth,8,1,1
DE Bollinger,Ankit Sharma,2,1,0
AD Mathews,KL Rahul,6,1,2
AD Mathews,M Morkel,2,1,0
DE Bollinger,AL Menaria,4,1,2
AD Mathews,MD Mishra,10,1,9
AD Mathews,MK Pandey,11,1,10
AD Mathews,BB McCullum,9,1,6
DE Bollinger,Harbhajan Singh,24,1,21
AD Mascarenhas,BB McCullum,16,1,7
DE Bollinger,J Botha,6,1,1
DE Bollinger,R Dravid,29,1,23
DE Bollinger,PA Patel,22,1,9
DE Bollinger,MR Marsh,6,1,2
AD Mascarenhas,JD Ryder,4,1,2
DE Bollinger,M Manhas,17,1,2
AD Mascarenhas,KD Karthik,12,1,8
DE Bollinger,LR Shukla,1,1,0
DE Bollinger,LA Pomersbach,3,1,1
AD Mascarenhas,LRPL Taylor,1,1,0
AD Mascarenhas,M Manhas,5,1,7
DE Bollinger,KC Sangakkara,9,1,6
AD Mascarenhas,MN Samuels,9,1,6
AD Mascarenhas,R Sharma,1,1,0
AD Mascarenhas,SR Tendulkar,1,1,0
AD Mascarenhas,TM Dilshan,8,1,6
AD Mascarenhas,V Sehwag,42,1,47
DE Bollinger,JD Ryder,20,1,16
DJ Muthuswami,RV Uthappa,8,1,5
AB Agarkar,AM Rahane,66,1,39
DS Kulkarni,TM Dilshan,10,1,0
DR Smith,J Syed Mohammad,6,1,2
A Nehra,RR Sarwan,3,1,3
A Nehra,S Aravind,2,1,0
DR Smith,LMP Simmons,1,1,0
A Nehra,S Badrinath,25,1,19
DR Smith,KL Rahul,3,1,2
DR Smith,KH Pandya,3,1,4
DR Smith,JP Duminy,32,1,16
DR Smith,JH Kallis,30,1,15
DR Smith,GJ Maxwell,23,1,43
DR Smith,AR Patel,4,1,16
A Nehra,S Sohal,20,1,2
A Nehra,SA Asnodkar,19,1,6
A Nehra,SA Yadav,3,1,4
A Nehra,SE Marsh,47,1,33
A Nehra,SK Raina,26,1,15
A Nehra,SN Khan,10,1,3
DR Smith,DA Miller,18,1,16
DR Smith,CL White,8,1,8
DR Smith,MC Henriques,2,1,0
DR Smith,MJ Guptill,3,1,4
DR Smith,MK Pandey,2,1,0
A Nehra,RP Singh,10,1,4
DR Smith,YK Pathan,28,1,24
DR Smith,TM Dilshan,19,1,15
A Nehra,R Bhatia,6,1,3
DR Smith,SS Tiwary,4,1,2
DR Smith,SPD Smith,2,1,2
DR Smith,SK Trivedi,3,1,5
DR Smith,SA Yadav,6,1,2
A Nehra,R Dravid,48,1,33
A Nehra,R Sathish,4,1,1
DR Smith,S Dhawan,14,1,10
DR Smith,RV Uthappa,7,1,4
DR Smith,R Dravid,5,1,4
A Nehra,RA Jadeja,17,1,19
DR Smith,PP Chawla,6,1,3
A Nehra,RA Tripathi,3,1,0
A Nehra,RJ Peterson,4,1,1
A Nehra,RN ten Doeschate,14,1,14
DR Smith,B Akhil,1,1,0
DR Smith,AB de Villiers,19,1,30
DP Nannes,RG Sharma,29,1,17
DP Nannes,SR Tendulkar,17,1,16
A Nortje,MS Dhoni,11,1,5
A Nortje,Mohammed Siraj,8,1,5
A Nortje,PJ Cummins,6,1,4
A Nortje,Q de Kock,32,1,22
DP Nannes,V Kohli,23,1,20
A Nortje,RA Tripathi,8,1,7
DP Nannes,Shoaib Ahmed,3,1,0
DP Nannes,ST Jayasuriya,9,1,2
A Nortje,RG Sharma,20,1,13
A Nehra,SR Tendulkar,14,1,15
A Nortje,RV Uthappa,14,1,11
DP Nannes,SB Jakati,7,1,11
DP Nannes,SA Asnodkar,2,1,0
DP Nannes,RV Gomez,1,1,0
A Nortje,SA Yadav,15,1,17
A Nortje,SP Narine,6,1,2
A Nortje,SPD Smith,2,1,0
A Nortje,SR Watson,14,1,2
A Nortje,M Vijay,6,1,0
A Nortje,KM Jadhav,4,1,1
DP Vijaykumar,PA Patel,10,1,5
DP Vijaykumar,SC Ganguly,8,1,10
A Nehra,SS Iyer,10,1,5
A Nehra,SS Tiwary,16,1,14
A Nehra,Sachin Baby,2,1,0
A Nehra,Sohail Tanvir,1,1,0
A Nehra,UT Khawaja,10,1,9
A Nehra,UT Yadav,2,1,0
A Nehra,WP Saha,3,1,1
A Nehra,YK Pathan,28,1,37
A Nel,G Gambhir,8,1,11
DP Vijaykumar,V Sehwag,2,1,0
A Nortje,CH Morris,2,1,0
A Nortje,D Padikkal,8,1,12
A Nortje,EJG Morgan,14,1,15
A Nortje,HH Pandya,8,1,13
A Nortje,I Udana,6,1,5
DP Vijaykumar,SP Fleming,21,1,17
A Nortje,JC Buttler,14,1,18
A Nehra,PP Ojha,1,1,1
A Nehra,PJ Sangwan,2,1,0
DS Kulkarni,AB de Villiers,53,1,50
A Nehra,DJ Hussey,23,1,12
DS Kulkarni,S Chanderpaul,10,1,4
A Nehra,CH Gayle,46,1,45
A Nehra,CJ Anderson,8,1,4
A Nehra,CM Gautam,6,1,2
DS Kulkarni,S Badrinath,34,1,32
A Nehra,DB Das,7,1,8
DS Kulkarni,RN ten Doeschate,8,1,12
A Nehra,DJ Bravo,11,1,18
DS Kulkarni,R Dravid,29,1,16
DS Kulkarni,AJ Finch,10,1,3
A Nehra,DR Smith,10,1,14
A Nehra,DS Kulkarni,2,1,1
DS Kulkarni,Q de Kock,46,1,55
DS Kulkarni,PP Chawla,8,1,6
A Nehra,G Gambhir,49,1,27
DS Kulkarni,P Kumar,19,1,15
DS Kulkarni,NM Coulter-Nile,8,1,6
DS Kulkarni,Mohammad Asif,2,1,0
DS Kulkarni,S Sohal,11,1,18
DS Kulkarni,S Sreesanth,1,1,0
A Nehra,BB McCullum,30,1,28
A Nehra,B Akhil,8,1,13
DS Kulkarni,SV Samson,14,1,6
A Nehra,A Ashish Reddy,14,1,7
A Nehra,A Flintoff,8,1,3
A Nehra,A Mishra,6,1,3
A Nehra,A Zampa,2,1,0
DS Kulkarni,SP Fleming,8,1,11
DS Kulkarni,SM Katich,2,1,0
DS Kulkarni,SK Warne,4,1,1
DS Kulkarni,SK Raina,21,1,19
A Nehra,AC Gilchrist,93,1,100
DS Kulkarni,SE Rutherford,8,1,11
A Nehra,AL Menaria,12,1,6
DS Kulkarni,SE Marsh,21,1,29
A Nehra,AP Tare,1,1,0
A Nehra,Anureet Singh,18,1,3
A Nehra,Azhar Mahmood,2,1,4
DS Kulkarni,SA Yadav,25,1,34
A Nehra,HH Gibbs,6,1,0
A Nehra,HH Pandya,7,1,1
A Nehra,Harbhajan Singh,4,1,3
DS Kulkarni,HH Gibbs,8,1,11
A Nehra,M Vohra,7,1,6
DS Kulkarni,GH Vihari,9,1,6
DS Kulkarni,GD McGrath,4,1,0
A Nehra,MEK Hussey,20,1,9
DS Kulkarni,DT Christian,4,1,2
A Nehra,ML Hayden,30,1,31
A Nehra,MM Sharma,4,1,0
A Nehra,MN van Wyk,9,1,8
A Nehra,MR Marsh,4,1,3
DS Kulkarni,D Wiese,6,1,8
DS Kulkarni,CR Brathwaite,6,1,1
DS Kulkarni,CK Kapugedera,2,1,0
A Nehra,NV Ojha,13,1,9
DS Kulkarni,C Munro,1,1,0
DS Kulkarni,B Lee,7,1,9
DS Kulkarni,B Chipli,1,1,0
DS Kulkarni,AL Menaria,5,1,3
A Nehra,M Rawat,3,1,0
DS Kulkarni,HH Pandya,10,1,15
DS Kulkarni,MK Tiwary,35,1,20
A Nehra,L Balaji,3,1,2
DS Kulkarni,MK Pandey,27,1,9
A Nehra,IK Pathan,18,1,11
DS Kulkarni,MJ Lumb,8,1,8
A Nehra,JA Morkel,25,1,18
DS Kulkarni,MEK Hussey,27,1,27
DS Kulkarni,M Vijay,37,1,20
DS Kulkarni,LMP Simmons,23,1,19
A Nehra,KC Sangakkara,34,1,39
DS Kulkarni,KK Nair,12,1,7
DS Kulkarni,KD Karthik,15,1,16
DS Kulkarni,KC Sangakkara,22,1,32
DS Kulkarni,KA Pollard,21,1,20
A Nehra,KK Cooper,2,1,2
DS Kulkarni,JP Faulkner,14,1,6
A Nehra,KL Rahul,48,1,26
DS Kulkarni,JA Morkel,7,1,5
DS Kulkarni,Ishan Kishan,14,1,18
DP Nannes,RR Powar,3,1,2
DP Nannes,PR Shah,6,1,1
AB Agarkar,AC Gilchrist,34,1,47
DL Chahar,HH Pandya,7,1,8
A Uniyal,ST Jayasuriya,1,1,0
A Zampa,AB de Villiers,6,1,1
A Zampa,B Kumar,2,1,1
DL Chahar,JM Bairstow,39,1,17
A Zampa,DJ Hooda,2,1,6
A Zampa,HH Pandya,24,1,25
A Zampa,I Sharma,1,1,0
A Zampa,KA Pollard,26,1,43
A Zampa,KK Nair,18,1,20
A Zampa,N Rana,10,1,15
A Zampa,KL Rahul,14,1,3
